"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chrX",400158,400378,221,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_120",23,".",1.66763,5.04008,2.3502,81,"Promoter (<=1kb)",10,400981,401238,258,1,"YJL020W-A","YJL020W-A",-603
"chrX",464607,464857,251,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_121",31,".",1.69462,6.22589,3.15638,221,"Promoter (1-2kb)",10,464451,466208,1758,2,"YJR016C","YJR016C",1351
"chrX",466738,466998,261,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_122",24,".",1.66151,5.12856,2.40752,123,"Promoter (<=1kb)",10,466786,467148,363,1,"YJR018W","YJR018W",0
"chrX",467472,467706,235,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_123",19,".",1.62706,4.46245,1.97914,72,"Promoter (<=1kb)",10,468001,468333,333,1,"YJR020W","YJR020W",-295
"chrX",468550,468882,333,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_124",27,".",1.77341,5.57182,2.70742,96,"Promoter (<=1kb)",10,467232,468281,1050,2,"YJR019C","YJR019C",-269
"chrXI",68932,69140,209,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_125",25,".",1.71171,5.28198,2.51348,81,"Promoter (1-2kb)",11,68232,70220,1989,2,"YKL198C","YKL198C",1080
"chrXI",259338,259549,212,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_126",24,".",1.7001,5.24746,2.4893,113,"Promoter (<=1kb)",11,259253,259531,279,1,"YKL096W-A","YKL096W-A",85
"chrXI",336973,337163,191,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_127",18,".",1.56881,4.20766,1.81432,28,"Promoter (<=1kb)",11,335321,336157,837,2,"YKL055C","YKL055C",-816
"chrXI",382749,383487,739,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_128",38,".",1.87641,7.24099,3.86371,383,"Promoter (<=1kb)",11,382498,383103,606,1,"YKL030W","YKL030W",251
"chrXI",518867,519134,268,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_129",32,".",1.78851,6.30402,3.20298,135,"Promoter (<=1kb)",11,518063,518566,504,2,"YKR040C","YKR040C",-301
"chrXI",519521,519747,227,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_130",29,".",1.74457,5.97473,2.98094,80,"Promoter (<=1kb)",11,519527,520624,1098,1,"YKR042W","YKR042W",0
"chrXI",520041,520522,482,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_131",40,".",1.74903,7.44817,4.00661,67,"Promoter (<=1kb)",11,519527,520624,1098,1,"YKR042W","YKR042W",514
"chrXI",523683,523880,198,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_132",29,".",1.76075,5.96171,2.97239,154,"Promoter (<=1kb)",11,523418,523969,552,2,"YKR045C","YKR045C",89
"chrXI",525784,526056,273,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_133",13,".",1.50207,3.4295,1.33168,223,"Promoter (<=1kb)",11,525257,525562,306,1,"YKR047W","YKR047W",527
"chrXI",526292,526554,263,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_134",24,".",1.70891,5.17198,2.43866,128,"Promoter (<=1kb)",11,525387,526640,1254,2,"YKR048C","YKR048C",86
"chrXI",666342,666783,442,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_135",80,".",3.1014,12.6563,8.03218,197,"Distal Intergenic",11,661442,663289,1848,1,"YKR106W","YKR106W",4900
"chrXII",86042,86423,382,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_136",24,".",1.6792,5.13399,2.41086,104,"Promoter (<=1kb)",12,87403,88155,753,1,"YLL027W","YLL027W",-980
"chrXII",252680,252911,232,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_137",28,".",1.73112,5.77423,2.84431,152,"Promoter (<=1kb)",12,251272,253080,1809,2,"YLR055C","YLR055C",169
"chrXII",370676,370883,208,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_138",19,".",1.57446,4.44094,1.96628,65,"Promoter (<=1kb)",12,370791,371210,420,1,"YLR112W","YLR112W",0
"chrXII",372665,372851,187,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_139",13,".",1.48087,3.49952,1.3745,184,"Promoter (1-2kb)",12,371620,372927,1308,1,"YLR113W","YLR113W",1045
"chrXII",489433,489759,327,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_140",46,".",2.52285,8.35326,4.66719,124,"Promoter (<=1kb)",12,489573,489929,357,1,"YLR162W","YLR162W",0
"chrXII",509744,509948,205,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_141",24,".",1.7295,5.21344,2.46639,58,"Promoter (<=1kb)",12,507797,510232,2436,2,"YLR176C","YLR176C",284
"chrXII",514241,514519,279,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_142",24,".",1.74253,5.22774,2.47742,146,"Promoter (<=1kb)",12,514108,514713,606,2,"YLR179C","YLR179C",194
"chrXII",553964,554170,207,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_143",28,".",1.77765,5.78413,2.85155,90,"Promoter (<=1kb)",12,552724,553677,954,2,"YLR205C","YLR205C",-287
"chrXII",611384,611584,201,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_144",25,".",1.78661,5.33881,2.54685,161,"Promoter (<=1kb)",12,611532,611930,399,2,"YLR235C","YLR235C",346
"chrXII",647257,647584,328,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_145",31,".",1.89052,6.26691,3.18007,275,"Promoter (<=1kb)",12,646415,650923,4509,1,"YLR256W","YLR256W",842
"chrXII",765365,765557,193,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_146",23,".",1.69218,5.03474,2.34752,141,"Promoter (<=1kb)",12,765655,766089,435,1,"YLR317W","YLR317W",-98
"chrXII",921132,921353,222,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_147",22,".",1.66131,4.91168,2.26707,112,"Promoter (<=1kb)",12,919536,921596,2061,2,"YLR399C","YLR399C",243
"chrXII",1012532,1012734,203,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_148",21,".",1.70513,4.78717,2.18661,106,"Promoter (<=1kb)",12,1012459,1012686,228,2,"YLR437C-A","YLR437C-A",0
"chrXII",1012892,1013335,444,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_149",28,".",1.80656,5.76695,2.83953,348,"Promoter (<=1kb)",12,1012459,1012686,228,2,"YLR437C-A","YLR437C-A",-206
"chrXII",1013504,1013713,210,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_150",37,".",1.92437,7.07836,3.74213,76,"Promoter (<=1kb)",12,1013909,1014178,270,2,"YLR438C-A","YLR438C-A",465
"chrXII",1064785,1065177,393,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_151",79,".",3.38747,12.5672,7.98578,132,"Promoter (<=1kb)",12,1065956,1066564,609,1,"YLR462W","YLR462W",-779
"chrXIII",67709,67952,244,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_152",38,".",1.89463,7.21399,3.84231,139,"Promoter (<=1kb)",13,62582,67549,4968,2,"YML103C","YML103C",-160
"chrXIII",70602,70812,211,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_153",23,".",1.69947,5.04001,2.3502,111,"Promoter (<=1kb)",13,70624,73920,3297,1,"YML100W","YML100W",0
"chrXIII",170895,171187,293,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_154",29,".",1.71881,5.87114,2.91528,116,"Promoter (<=1kb)",13,171594,172901,1308,1,"YML051W","YML051W",-407
"chrXIII",250239,250753,515,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_155",35,".",1.78903,6.73737,3.5017,162,"Promoter (<=1kb)",13,250435,250911,477,1,"YML010W","YML009W-B",0
"chrXIII",347345,347550,206,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_156",24,".",1.67321,5.16338,2.43289,113,"Promoter (<=1kb)",13,347511,348260,750,2,"YMR038C","YMR038C",710
"chrXIII",352765,353006,242,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_157",25,".",1.7333,5.31844,2.53291,65,"Promoter (<=1kb)",13,352603,353136,534,1,"YMR042W","YMR042W",162
"chrXIII",364622,364850,229,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_158",31,".",1.84123,6.24487,3.16926,103,"Promoter (1-2kb)",13,363364,366705,3342,2,"YMR047C","YMR047C",1855
"chrXIII",388869,389207,339,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_159",35,".",1.81542,6.83328,3.57059,174,"Promoter (<=1kb)",13,388822,390732,1911,1,"YMR058W","YMR058W",47
"chrXIII",408024,408230,207,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_160",20,".",1.67544,4.53261,2.02358,49,"Promoter (<=1kb)",13,407709,408566,858,1,"YMR069W","YMR069W",315
"chrXIII",409740,410107,368,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_161",22,".",1.6896,4.94677,2.29087,299,"Promoter (<=1kb)",13,409154,410626,1473,1,"YMR070W","YMR070W",586
"chrXIII",624571,624799,229,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_162",31,".",1.76721,6.27528,3.18624,118,"Promoter (<=1kb)",13,624532,625167,636,2,"YMR182C","YMR182C",368
"chrXIII",819385,819598,214,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_163",20,".",1.6103,4.51463,2.011,70,"Promoter (<=1kb)",13,818827,819948,1122,1,"YMR276W","YMR276W",558
"chrXIII",915202,915442,241,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_164",30,".",1.95376,6.00586,3.00065,62,"Promoter (<=1kb)",13,912880,914538,1659,2,"YMR319C","YMR319C",-664
"chrXIV",6565,6794,230,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_165",87,".",4.87512,13.5554,8.74839,171,"Promoter (<=1kb)",14,6561,6719,159,1,"YNL338W","YNL338W",4
"chrXIV",33482,34077,596,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_166",38,".",1.88174,7.29003,3.89674,117,"Promoter (<=1kb)",14,33294,34235,942,2,"YNL322C","YNL322C",158
"chrXIV",105449,105863,415,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_167",35,".",1.96111,6.84586,3.57693,298,"Promoter (<=1kb)",14,105184,106695,1512,2,"YNL283C","YNL283C",832
"chrXIV",115940,116275,336,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_168",29,".",1.80173,5.98891,2.98915,194,"Promoter (<=1kb)",14,116679,116867,189,1,"YNL277W-A","YNL277W-A",-404
"chrXIV",139772,139995,224,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_169",18,".",1.6166,4.21356,1.81714,209,"Promoter (<=1kb)",14,140878,144078,3201,1,"YNL267W","YNL267W",-883
"chrXIV",195617,196023,407,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_170",40,".",1.95674,7.57394,4.09479,126,"Promoter (1-2kb)",14,196426,197943,1518,2,"YNL241C","YNL241C",1920
"chrXIV",196636,197119,484,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_171",21,".",1.69525,4.69956,2.13162,214,"Promoter (<=1kb)",14,196426,197943,1518,2,"YNL241C","YNL241C",824
"chrXIV",198520,198794,275,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_172",23,".",1.74943,5.04297,2.35123,161,"Promoter (<=1kb)",14,196426,197943,1518,2,"YNL241C","YNL241C",-577
"chrXIV",357937,358241,305,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_173",22,".",1.6509,4.96041,2.29861,161,"Promoter (<=1kb)",14,357453,358952,1500,1,"YNL142W","YNL142W",484
"chrXIV",393853,394108,256,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_174",26,".",1.75571,5.42124,2.60423,114,"Promoter (<=1kb)",14,394685,397678,2994,1,"YNL123W","YNL123W",-577
"chrXIV",502161,502366,206,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_175",23,".",1.5769,4.99648,2.32067,70,"Promoter (<=1kb)",14,501515,502777,1263,1,"YNL066W","YNL066W",646
"chrXIV",576141,576450,310,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_176",32,".",1.87224,6.41313,3.27592,168,"Promoter (<=1kb)",14,575640,576050,411,2,"YNL031C","YNL031C",-91
"chrXIV",660825,661137,313,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_177",30,".",1.73156,6.07675,3.04979,281,"Promoter (<=1kb)",14,654673,661374,6702,2,"YNR016C","YNR016C",237
"chrXIV",663075,663283,209,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_178",24,".",1.68464,5.25762,2.49554,78,"Promoter (<=1kb)",14,662913,663581,669,1,"YNR017W","YNR017W",162
"chrXIV",675018,675216,199,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_179",19,".",1.60516,4.43263,1.96042,125,"Promoter (<=1kb)",14,674923,675876,954,1,"YNR027W","YNR027W",95
"chrXIV",703869,704123,255,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_180",29,".",1.78866,5.87629,2.91835,168,"Promoter (<=1kb)",14,703699,705876,2178,1,"YNR044W","YNR044W",170
"chrXIV",729714,729912,199,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_181",19,".",1.63248,4.39712,1.93687,127,"Promoter (<=1kb)",14,728426,730186,1761,2,"YNR055C","YNR055C",274
"chrXIV",735237,735449,213,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_182",26,".",1.7647,5.5079,2.66596,161,"Promoter (<=1kb)",14,734291,735733,1443,1,"YNR058W","YNR058W",946
"chrXV",45,253,209,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_183",97,".",3.38786,14.7825,9.79935,164,"Promoter (<=1kb)",15,585,740,156,1,"YOL166W-A","YOL166W-A",-332
"chrXV",29389,29854,466,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_184",26,".",1.72301,5.5401,2.68841,419,"Promoter (1-2kb)",15,28703,31606,2904,2,"YOL155C","YOL155C",1752
"chrXV",31363,31579,217,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_185",29,".",1.76161,5.96484,2.97411,82,"Promoter (<=1kb)",15,28703,31606,2904,2,"YOL155C","YOL155C",27
"chrXV",218227,218424,198,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_186",24,".",1.6736,5.21905,2.4705,86,"Promoter (<=1kb)",15,219211,220473,1263,1,"YOL058W","YOL058W",-787
"chrXV",234281,234591,311,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_187",32,".",1.75646,6.33158,3.22343,234,"Promoter (<=1kb)",15,234940,238185,3246,1,"YOL051W","YOL051W",-349
"chrXV",287197,287535,339,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_188",23,".",1.65174,5.07442,2.37138,154,"Promoter (<=1kb)",15,288420,288572,153,1,"YOL019W-A","YOL019W-A",-885
"chrXV",677261,677477,217,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_189",18,".",1.62033,4.31071,1.88049,101,"Promoter (1-2kb)",15,678191,678793,603,2,"YOR182C","YOR182C",1316
"chrXV",831714,831908,195,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_190",24,".",1.68811,5.13998,2.41517,147,"Promoter (<=1kb)",15,831059,832042,984,2,"YOR271C","YOR271C",134
"chrXV",986987,987313,327,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_191",34,".",1.8399,6.70092,3.47728,157,"Promoter (<=1kb)",15,984942,986462,1521,2,"YOR347C","YOR347C",-525
"chrXV",988921,989427,507,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_192",31,".",1.84468,6.18029,3.12301,218,"Promoter (<=1kb)",15,986899,988782,1884,2,"YOR348C","YOR348C",-139
"chrXVI",185578,185897,320,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_193",21,".",1.65757,4.67611,2.11507,99,"Promoter (<=1kb)",16,183597,184679,1083,2,"YPL191C","YPL191C",-899
"chrXVI",454380,454892,513,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_194",32,".",1.81043,6.42492,3.28409,371,"Promoter (<=1kb)",16,453992,454990,999,2,"YPL055C","YPL055C",98
"chrXVI",463007,463312,306,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_195",31,".",1.78038,6.23508,3.16261,176,"Promoter (<=1kb)",16,462481,463839,1359,2,"YPL049C","YPL049C",527
"chrXVI",611998,612308,311,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_196",22,".",1.61513,4.939,2.28593,170,"Promoter (1-2kb)",16,610481,612724,2244,1,"YPR024W","YPR024W",1517
"chrXVI",786280,786508,229,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_197",25,".",1.6809,5.35174,2.55679,92,"Promoter (<=1kb)",16,786141,786575,435,2,"YPR123C","YPR123C",67
"chrXVI",831927,832195,269,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_198",26,".",1.7416,5.54594,2.69302,115,"Promoter (<=1kb)",16,831055,831675,621,2,"YPR151C","YPR151C",-252
"chrXVI",900172,900455,284,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_199",23,".",1.70681,5.0243,2.34069,166,"Promoter (<=1kb)",16,900194,900454,261,1,"YPR182W","YPR182W",0
"chrXVI",900830,901189,360,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_200",33,".",1.85827,6.58457,3.39111,266,"Promoter (<=1kb)",16,900755,901558,804,1,"YPR183W","YPR183W",75
"chrXVI",922267,922548,282,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_201",15,".",1.59816,3.82256,1.56758,148,"Promoter (<=1kb)",16,921860,922777,918,1,"YPR192W","YPR192W",407
